SMSes,Labels
Anythin... Ok lor...,0.0
The weakest part of a relation comes when one of the person has to give explanation to prove the trust... gn public - Sent via WAY2SMS.COM,0.0
Ohh then how x.x i'm going Japan ~!,0.0
Catch tio whale.,0.0
Orh! My phone says take bus from paya lebar. But my mum says that'slike during her time LOL dunno about now!,0.0
On 198 now,0.0
Ok good then i later come find ?_... C lucky i told ?_ to go earlier... Later pple take finish ?_ no more again...,0.0
He is his own father?,0.0
Defenitely Boss.shall be in touch.Thank You.,0.0
both.. but no replies as yet..,0.0
Will see will see..Will let the world know if i come to Mumbai *as if*,0.0
I havent told her yet. Anything up 2 u . U wan c him then call him lor.,0.0
"Aiyo... Haha, okay... Understand liao...Overprotective lk tt... Ask u ah, do u thk i shld cut short fringe...",0.0
In the end she might still vomit but its okay. Not everything will come out.,0.0
m girl 22 year old. nice to meet u.,0.0
I washing mine lols,0.0
Most welcome. Thanks for the reminder,0.0
"Okie... No prob... But xuhui wants earlier izit... Haha, we really noe how to enjoy life, facial den shop...",0.0
"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls & get closer.. GOODNOON:)",0.0
"Hi Val, Shweta has dance class till 9. Would that be too late for you?",0.0
"Hi livia, sorry just saw ur msg this morning, just to inform u i din go to sch today cos i fall sick... Maybe i will drop by tomolo or friday..",0.0
Ok... Thanx... Gd nite 2 ÃÂ¼ too...,0.0
"Lols okay clementi then, sohjie probably not going. Who else going. I 1 end e",0.0
Haha. Ok la. U try lor. Still prefer gong cha.,0.0
"Gdmrn,il b there at abt 1 pm",0.0
I have back checkup in the afternoon at 2+ so i was thinking  <#> am or smth,0.0
"How's life lately? Been waiting for suitable time to call u but keptmissing the timing. ._.ll btw, my exams ended already.. n I'm back tomalling for awhile. Haha.",0.0
If you are not coughing then its nothing,0.0
Yeah fish. Ooo oranges. I might be taking a short nap soon. Medicine's making me drowsy.,0.0
Yeah in hostel already. Just made my bed and boiled the water. I feel sad that I failed to appreciate it enough.,0.0
"Hahaha oh well, your final year sem already right. Hahaha all the best!",0.0
Hmmm... On mon can... Cos my other fren oso comin to my hse on mon... Gee...,0.0
.Check out the time,0.0
Haha oops im sorry. But my card will always be in my wallet. And mywallet will always be in my pocket. Never will forget to bring out:-D,0.0
What D: I never learn it before! What the sian.,0.0
in class ,0.0
Where did you guys have trout?,0.0
"fantasia is absolutely awesome! And the judges are very well chosen, n balanced out.",0.0
Hi:)did you asked to waheeda fathima about leave?,0.0
Hihi! Can I trouble you to check if I'm awake when you reach sch tmr?Sorry! There's no one in the room:P,0.0
ok where you ppl  in market area ,0.0
"Merry christmas Andrew! Gv our regards 2 yo family also, tc..",0.0
At home watching tv lor.,0.0
So I apply leave?!,0.0
i cant understand my linear algebra tutor. i think hes from china. cannot understand what hes saying.,0.0
Is the printer working?,0.0
You found a job already?,0.0
Really... But muz wait very long rite... So u book ur test date oredi...,0.0
Think you can check espace. I lost mine.,0.0
Are you this much buzy,0.0
I too excited already. When u finish,0.0
I will be. But if they have to check out early then I guess it's possible to meet up.,0.0
"thank you aunty uncle ,i had a wonderful time today. think u can tellbut still want to thank you all. haha.",0.0
In future How will i identify ur kids in clasroom? Its simple i ll just check who is erasing his notes wen d teacher is cleaning d board!  gudnyt  ,0.0
could you please give it a try in Google colab or VM ?,0.0
Haha ya lo! Later we meet  <#>  min earlier outside the lec lol Ibefore that got lab,0.0
"To wish you a HAPPY NEW YEAR The special kind that brings Pleasant days, A joyful heart, And all God's choicest blessings! HAPPY NEW YEAR",0.0
"Sorry, I'll call later, busy at the moment",0.0
Hee. Chou yeiyei! Rest early ok!! Muggles!,0.0
Yup ÃÂ¼ r rite... Ard 8 smth... If he not going then i take bus lor... Persuade him to go lar... Hee...,0.0
Keep me also some cafe on the 5th goodies :),0.0
Btw hows the drive,0.0
Daling I leaving in 5 min. Kisses!,0.0
"Ya... Okie, both of us goin... Wat time?",0.0
"oo..eat so late, is considered supper already lo! no need worry toomuch, melvin will take care of her one",0.0
Hmm.my other friend starting at six say abt  <DECIMAL>  end so shouldbe  <DECIMAL>  I think.. want meet about 3pm?,0.0
happy birthday my dear friend. may god gives you long life,0.0
" Tbh, ur cooking skills are on point. Yum!",0.0
With my sis lor... We juz watched italian job.,0.0
"Haha when will I get results anyway? Haha just not F can liao haha myE8 really very depressing haha, doesn't even feel like I deserve theB4 for normal chinese Os haha._. Haha orh! What time you going to comeback?",0.0
I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,0.0
At which place i shuld infm u? ,0.0
"Wah seh the spelling totally off leh. Haha. Ya, u're right.",0.0
"My dear, i have finished meeting too... Now going to nuh...",0.0
"Hey, today can start to bid using G account. Round 2A ends tmr.",0.0
Yeah but every night I pull out the bed I take care not to pull hischarger out then he do only mine come out. Zzz. It's turning on. Verylag. Haha are you sleeping?,0.0
Night night baobei. Ct wait to see tml. Muuuacks,0.0
Whos dis ?,0.0
Hahahaha.the <#> companies sounds alot too.lol I think u din see me cos I was at the last row.haha.not ur eyesight.lol.oh ok I wan to find internship too but during the holidays.wat company u applied for?,0.0
OH RITE. WELL IM WITH MY BEST MATE PETE,0.0
Hey let me know what time. I am free all day. Can come over..,0.0
"Ooo! I dunno leh I never check, but it's really damn easy to find online!",0.0
I know. I need 2 shop 4 my clothes lah. Where r u? Its ok if u dont wan meet me.,0.0
i can't make it on friday. how about sunday?,0.0
I emailed yifeng my part oredi.. Can ? get it fr him..,0.0
"Macha,wish to intimate that i am leaving to Qatar tonight in search of an apt opportunity.all went fast.Look forward to your patronage.shall keep in touch.Regards,Rakhesh.",0.0
"By the way, I was wondering why we say Algorithm 1. Could we say it just Algorithm",0.0
arey sorry was in a bit hurry but didnt realise that you are there in room  thanks and bye byetake care di o ,0.0
Okay I give u now.,0.0
Oh? Should I go now? Lol,0.0
Eh 2moro u going Dulan house?,0.0
I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,0.0
whos dis?i lst al my contacts ,0.0
i always feel uncomfortable not ending our conversation nicely. call me or send me a message so that i know when you woke up and starting studying. tc. ,0.0
Are you alright? Still in the queue?,0.0
Uv 3 days left 2 wach all eps,0.0
Will reach in  <#>  min,0.0
You eat first,0.0
Are you there in room.,0.0
"I okay ar. But i tell the rest, then confirm with u? Wait for my reply again.",0.0
K:)all the best:)congrats...,0.0
I notice you like looking in the shit mirror youre turning into a right freak,0.0
Good morning princess! Happy New Year!,0.0
Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,0.0
Heeee ok la. Doable so far. Now taking a dump. Call u in  <#>,0.0
Okie u got ask who arh? How many pple I tml.go buy ticket earlier,0.0
s confirmed... I tot they juz say oni... Ok then...,0.0
"dear i go lecture first, muggs^O^",0.0
happy anni my dear!! u are so wonderful! hee.,0.0
"I DUN EVEN HAVE SKIRT LEFT my goodness haha ok choose for me, fbt orshorts I wear at home? Yeah finally did ._.",0.0
"Take ur time, we are also sorting out different arrangements",0.0
love u dear! reach home le! hee,0.0
Tml u wanna go or not? I got my eyes on what I want already.,0.0
Okay noted.,0.0
We r sitting behind rest room de.... That ditch,0.0
Reach le oooppsi. Ok lg later eat,0.0
Hi baby! How are you?,0.0
"<#> %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  <#>  frnds in <#>  mins whn u read...",0.0
Haha both of them are not in the list already.,0.0
Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,0.0
s there too? Coz i dunno anyone...Haha heard u got into sci,0.0
Wah u up. Can. Sch court?,0.0
"Sorry sir, i will call you tomorrow.  senthil.hsbc",0.0
"Hey! There was some crazy traffic from the rain, but I'm here now",0.0
Oo there is?,0.0
"ID <#> K. Hi I'm interested in this assignment. Tue  <#>  preferred.Sunday will be best, if possible.",0.0
"Ok. I reach there slightly later la, abt  <#> .",0.0
"Ok noted. Btw now ultrasonics range every loop but only read when no ir, slight improvement in speed",0.0
Oops sorry I forgot to reply you. Are you free for the whole camp?,0.0
Hey now only he sent.,0.0
kitheyy  x,0.0
Where are u? I am eating lunch now at kallang,0.0
"Delayed again. Thing is from  <#> . Since its just the 2 of us, areyou OK if I come at 3?",0.0
<#>  that's his phone number. Thanks!,0.0
Yun ah...U going 4 stats tmr? I nid to copy notes frm u...=),0.0
You intrepid duo you! Have a great time and see you both soon. ,0.0
UK from now till 8 Jun. Check out details at m1.com.sg,0.0
"""..A doctor & an engineer love same girl. Engineer gifts her Apple everyday. Girl ask reason of giving Apple daily? Engnr: AN APPLE A DAY KEEPS d DOCTOR AWAY",0.0
Emo. If she too often u aggro her agn,0.0
Hee! Kisses back!,0.0
Haha why not! :D wahhs will he let? Only 2 days in leh! Offer to doone more day aft this month if he really unwilling if you want!,0.0
And that's why I get to rub things in your face!,0.0
Estimate  <#> h but got class stuff,0.0
Ic. There are a lotta childporn cars then.,0.0
HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,0.0
Tnx. Ill be there  <#>  pas  <#>  :-),0.0
Dunno da next show aft 6 is 850. Toa payoh got 650.,0.0
Am only searching for good dual sim mobile pa.,0.0
Go home safe sweety. we will check ur shirt soon. Hee!! Double kissesfor yei tei. Can't help but smile with u. Hee.,0.0
Ooo yeap that's my last msg! Huh you mean the whole thing?? Write more!!!,0.0
"And secondly i will send you my academic resume and research proposal. Kindly if there is any good opportunity in ur circle, please do recommend me",0.0
ok ill be waiting,0.0
Hey meet later at gym. Bout  <#>  plus wait for yw rehearsal,0.0
"Aah, bless! How's your arm?",0.0
I would just be exhausted by it,0.0
"Ohh btw, do you have nail polish remover? :x",0.0
U when free lols,0.0
Hey yun you want to meet for lunch? With ah hui and me?,0.0
wah.. casino gambling? which casino?,0.0
Ah OK..,0.0
I requested to God-Let my friend be happy & healthy forever..God said-for 4 days only..I said ok-Springday Summerday Autumnday n Winterday..He said no-only 3 days..I said ok-Yesterday Today n Tomorrow..He said no-only 2 days..I said ok-Good day & Bad day..He said no-only 1 day..I said-Everyday..God laughed & said-ok  u win..ur frnd wil Be happy n healthy forever my dear.....GooD NighT. Tk care....swt drmz.... ,0.0
but havent applied yet,0.0
Sorry was busy... be here  <DECIMAL>  lol,0.0
Yeah but we r getting 2 the age we want b able 2 remember we have it.K,0.0
Hahaha why hais? I offered to help you buy eh.,0.0
a model folder is created with models,0.0
Ooo vivian also not staying! She say she staying next week instead!,0.0
Kk set. Come back teach me chem,0.0
Sorry i accidentally deleted your sister and your ic and names. Pls msg me again. Anyway my mum ask wat time go airport,0.0
Hee. Yeiyei today rest at home.rub ur slpy head. Miss u lots,0.0
"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",0.0
Okay its fine,0.0
Ok Andreu. I'm so happy n relieved 2 read ur text. Keep it up. May God enlighten u more n more. Bye.,0.0
Hey do you want anything to buy:),0.0
I need you to be in my strong arms...,0.0
Just finish now on  <#>  and miss u alot. How? Hee.,0.0
Ttain coming in 4 min. love my girl!!,0.0
Yo im right by yo work,0.0
t worry abt me. Have a productive day my dear. ? love you ?,0.0
Ahh tmr I got overnight cca. So sorry. Next week I try to go down okay?,0.0
This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,0.0
hee. gd gd. dar reach home le ma? rem to eat the nuggets!,0.0
Yes i ate dinner and bathed already,0.0
I have 1 minute of footage on my comp can try edit later,0.0
" Hey, wanna hit the gym 2gether? Gotta stay fit!",0.0
Hey we r now deciding topic n schedule for game innovation presentation. Any input?,0.0
Hmm for now i think i need to get the proposal approved first. So imstill waiting for lynette to complete her games first. After approvalthen i will look for you bah. :-D,0.0
Haha yes! Lol get one for me if you dont mind XD,0.0
where is e location? something to do with marketin?,0.0
Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,0.0
"So fast got ur results oredi ah... Aiya, work hard nxt yr lor...",0.0
"Come around  <DECIMAL> pm vikky..i'm otside nw, il come by tht time",0.0
Happy birthday... May all ur dreams come true...,0.0
"Haha.. I'm up la.. Just that realized this round of bidding, both my modules are not up for bidding.. Lol..",0.0
" It's all gud, don't worry.",0.0
Ok then...Did U go check out e book?,0.0
Hey i ask permission from mam and went to hospital on  3.  <#> . Now only i came to room and i saw your calls.,0.0
Of course. Eh what do you mean by eight? Isn't it before midnight?,0.0
If you don't respond imma assume you're still asleep and imma start calling n shit,0.0
We go out eat?,0.0
"Yep, sure thing",0.0
Do you think you can design one?,0.0
Then at night wat time end?,0.0
Pfft I been drinking since this morning!,0.0
Did you open edit profile of many users at the same time in multiple tabs?,0.0
ive a big xxl size trekking backpack,0.0
May God bless you in  <#>  with his choicest blessings. Fr. Bob omi,0.0
We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,0.0
Nice pics!,0.0
OK.. :-),0.0
ve not enuff money...,0.0
Alright. Sleep well. I love you,0.0
Haha I went to bathe! Omg I have to bring my files to sch thisweekend my stuff all damn disorganised hahaha x.x,0.0
Hey any chance you ll be dropping by Indian dance concert? (Amselling tickets for Shweta lol),0.0
I not at home now lei...,0.0
Do you always celebrate NY's with your family ?,0.0
Wear jacket can one,0.0
Happy new year to u too!,0.0
Violyn you want to chat in the xroom?,0.0
Hm.... not sure.... why ler?,0.0
Nope LOL that was me!,0.0
Yea I think can.,0.0
Okie... No prob... Take ur time.... Thanx anyway...,0.0
kal raat ko agar al set we can try but i cant convince people people hv problem with everythng,0.0
Thank you princess!,0.0
"LOL!! Next time you have kids then you bring them there, then manyyears later you tell them it doesn't apply to them XD hahaha maybe!!I'm not too sure myself!! Hahaha what a pig Ivan!!!!! We send email??",0.0
t waste my time,0.0
" Hey, let's go for a hike this weekend. Nature awaits!",0.0
Hi! Meet at rp at  <#>  am on Wednesday! (:,0.0
Ya... In e afternoon lor... They wana buy stuff oso...,0.0
Oh my God. I'm almost home,0.0
Reach home alr?...rmb to drink a lot of water b4 sleep...btw...i rmbmy timetable wrongly...tuesday i end at 4pm so i can attend the agm at5pm no prob...,0.0
"2 celebrate my b??day, y else?",0.0
I jus startd grooving 2 a song in ur hand motion style! Haha!! Wiped out all my miseries 4 a moment. Felt refreshing. ,0.0
"Okie... Oh u came frm home, thgt u were in hall. Cya...",0.0
Or we go bugis instead on sun?,0.0
Yea both ok see u then.,0.0
"Haha :P is it okay if we hang out until like 9 plus, then I go visit my mum?",0.0
Hey can help Eman photocopy rock climbing form?,0.0
Yeap yeap. <#> rite.,0.0
Lol diff.best student other than lect notes oso study textbk de.lol.,0.0
Long enough for us to make one ,0.0
what are your new years plans?,0.0
Lol! You okay or not? Shall we postpone then?,0.0
s near lor 2 tt area... Got one zi cha stall not bad lor... Cant rem which block izit...,0.0
What happen.,0.0
Ok will try it... Wait till i can dial in to school 1st... Ur phone is powerful can break up messages...,0.0
Muacks! Dum dum trying his best le. Hee,0.0
Lousy. 2moro when fly,0.0
Thts god's gift for birds as humans hav some natural gift frm god..,0.0
hi  tried calling you please call back,0.0
Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,0.0
Wait..i vl search..,0.0
Dear reach home?,0.0
Yes. Sending in a while.,0.0
we can go to PS to watch lor...,0.0
"Okay^^ haha why dun want go?? Not fun meh! Haha okay okay, you rmb todo reflections k? I think I will finish up mine tmr:P",0.0
Yup seven pm esplanade.. Pls help me tell xy and ryan ..I almost forgot...,0.0
Then if i see the same one i buy hor,0.0
WPR is  <#> . YPC is  <#> . WPR CD is  <#> . YP Chn is  <#> . WPB is6. From teck ghee cc.,0.0
Which paper,0.0
Can you talk with me..,0.0
Oh... Okie lor...We go on sat... ,0.0
Where is the chalet?,0.0
Hmm. U reaching soon?,0.0
Haha dont worry. :-),0.0
I see first ba.,0.0
Ya had just now.onion roast.,0.0
"no, i went to school..",0.0
ok! u reach le call tanwh k?,0.0
ll thk of all sorts of funny things.,0.0
Okay but i thought you were the expert,0.0
"It's Q I think, so overall Q <#>",0.0
Haha scan now! Photocopy actl haha I forgot also:P haha oh no sleepsome more?? I'm having chem hons now!,0.0
Kemp to whom?,0.0
i am feeling sick today. please come home to meet me,0.0
Soon. Where u,0.0
not in ofc cll u bak in nd half,0.0
Woo okay. Deleted le :-D,0.0
Yup...Mit u at body shop,0.0
But I reaching at  <DECIMAL> !,0.0
in a meeting bcbdaeeadbf will call u,0.0
" Sup, how's ur day going? Let's plan a meetup soon.",0.0
Sree said that he'll send to us after his tut at 2pm. Then u take over. Can?,0.0
Haha icic my grandma also won't say no de la! Haha no she's justbiased haha! Really haha! Ehh very far away lazy!:P,0.0
Hey.. How are ya? All exams over I guess.. :) You must have join the staff at Pera right? C ya..  Take care.. Girisha,0.0
Can I take it from you later?,0.0
"Yo yo. Later when you on your com, remember send me your updated resume.",0.0
Heehee.. So touching.  U so nice and thoughtful.. I hope i didnt spread e germs to u..,0.0
I'll give u a hand alright =D,0.0
Uhh wre have that briefing after cl paper you know right,0.0
Haha later bah playing game now lol... ta that one lo... then waitfor Natalie to put pic arh lol... no bg now? T.T... boys come I tink isure overslept lol,0.0
Whoops. This'll be just five,0.0
Wat time class outing end 2moro,0.0
Okay>< hope she is alright! Haha didn't sleep the whole night?,0.0
It says the green line to Santee =o,0.0
HaPpy biRtHdaY ! My DeAr GeLEk QUEeN... your birthday OfFicially starts NoW !,0.0
Do u hav any frnd by name ashwini in ur college?,0.0
Thanks! All the best for your one exam!! Hahaha!,0.0
Wait so i take my bot and components and go home now rite,0.0
 Goodnight! ???? Sleep well and sweet dreams!,0.0
This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,0.0
If u dun drive then how i go 2 sch.,0.0
you want old cd case? got hundred plus. hurry reply or throw away already,0.0
"Haha I thought u don't go track? Anyway up to u, just do morepractice if u can k? I see u the week after next then.",0.0
Enjoy yourself :),0.0
You finishing class at 6 right?,0.0
"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",0.0
ll help ÃÂ¼ c classified-evenin telemktg oso lo.try e tp one la.,0.0
Hee. I love my wonderful boy! Later u will see me when u wake-up. Bigbig hug for u!,0.0
Yea take care man. Dun overtrain!,0.0
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",0.0
"I think I???m waiting for the same bus! Inform me when you get there, if you ever get there.",0.0
hi did we get the sales numbers and also wanted to check on scheduling meetings at blore are you in office,0.0
"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",0.0
What why,0.0
t be too tired.... I love u,0.0
Oh man I'm screwed =(,0.0
"As usual, you can call me around 10-ish.",0.0
"Hey what's up what are you doing, awake yet? I wanted to know if you want to come over?",0.0
Okay I am going out for dinner first. Chat with you later k,0.0
Hi. Can u tell ur teacher sorry but I don't think I can commit toDecember. Thanks!,0.0
am eating call u later,0.0
"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  <#>  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",0.0
Prepare to be pleasured :),0.0
"Lol, oh you got a friend for the dog ?",0.0
That's scary..,0.0
"Hi Andreu,u can ask kandiban 4 boys.Here v cudnt get at any catholics Wishing u a hapy n safe journey. May God bles u.",0.0
Oh yeah will email :),0.0
Ask him to take call,0.0
"Hey, i'm now on my way to sch ar, i scare sylvia doesn't know theurls for ssl. Maybe can help her to reply xy? I see it as logon,logoff and createcredit. Are they?",0.0
Later who free to play?,0.0
"I just wanted to know whether itÃÂs useful in the US or not, if anyone has ever experienced using it while applying over there",0.0
"I meant ""u want pics?"" Typo. Haha. Ya la. Just describing those stuff only.",0.0
Yo yo yo yo chicky! I'm on break :D,0.0
Oh eh I dunno! confused x.x just scan both?,0.0
Hahaha ohh in your room is it??? Chey I thought outside! No la won'tlightbulb de la! Haha okayy:D I dunno! I just sent the email haha!,0.0
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,0.0
Dhoni have luck to win some big title.so we will win:),0.0
Haha. What i worry is what shld the other 2 members do.,0.0
Did you find your cards and id?,0.0
Wah coming tue most likely I cant.,0.0
Oh he's sick... down with fever and dunno what... wish him well lol,0.0
Will call you shortly. In a meeting wai...,0.0
"Laogong. I love you! Oh ya, forgot to tell u.. Edmund they all missed u .haha!",0.0
"Last sem liao leh. Btw, gaowei n teck guan are my friends. Haha.",0.0
Haha can always score full marks for the other half! True to yourname. Cheong out of the house sia!,0.0
boy need a small favour,0.0
"Hey, i  won't be coming ya? Very sorry",0.0
everything. i think ard 180 to 200. the detail discuss wif the aprent. so he interested?,0.0
that digital entre need to register before cors righte? dun forgetwor.. i not enuff time to grad. next sem taking all core mods le.,0.0
He say hello to all,0.0
Wish u a happy new year thambi.,0.0
"I think I cannot meet you all today.. I forgot to tell my mum I not eating dinner at home, she cooked le..",0.0
ok just me sign in,0.0
Indi finished. Sj first,0.0
t had lunch yet.. hehe..,0.0
"I wish U to have a ..... Sweetest Sunday, Marvellous Monday, Tasty Tuesday, Wonderful Wednesday, Thankful Thursday, Friendly Friday, Successful SaHi Andreu,hows the day?A bit better 2day.Just give a ring 2 my dialog.Daily 'Alow sim card 2 send a mesage?' it apears n v cant operate anything without turday. Have a great Year. HAPPY NEW YEAR leting that.Baba's 2o.Dont kno howmuch they charg 4 that.Must complain.May God bles u.Bye",0.0
"s gonna be given to someone else, tank-yew very much!",0.0
Haha we really can watch this friday if you dont mind. :-D,0.0
Can we skype on Sunday ?,0.0
harshitaplz check with snigdha if shes okshe looked a bit down nd did not evn had anythin after class,0.0
s your last paper! you will be free!!!!! woohoo!!,0.0
"hey i coding my stuff at home now.. productive now, so will go schoollater abit, ok? or u gt things to discuss now?",0.0
Haha morning! Yeaps just ordered!! Whatcha eating for dinner? Irealise it would have been a little awkward if you came instead hahaChester's chatting with Chris they all!,0.0
leave it harshitatoo many thngs around me at dis timeif i offended  i apologizecarry on with ur prep,0.0
Contact her if you need space in Daftarkhwan Vantage.,0.0
"hi, <name> here. so we partner up?",0.0
The stop after oasis get off hope not too late the reply,0.0
Boonkeng lo. Hey you not going to stay over?,0.0
Thank you so much for precious time and utmost guidance,0.0
"LIFE s nt abt riding BMW bt abt 3 frnds on a Single bike riding round d city...!B-) It's nt abt  <#> Rs Coffee at CCD,bt many Frenz 2gther sharing  <#> Rs Cool drinks & stil njoying...! :-P Lyf is nt abt eating at very expensive Restaurant, bt abt Few Frnds,a stove, late nite & boiling Maggi...! :-* Life is nt abt hearing song in hi-fi music system in ur home, its abt hearing songs from ur cell with single ear phone n two frds sharing it...! ",0.0
So you are planning to stay for long in UK ?,0.0
i thought of calling you yesterday hun :),0.0
Idiot when are you  coming? ,0.0
"Haha pink! I'm eating instant noodles and goreng pisang, so reallypig! Hmm? I dun understand the part about my parents! Haha yeaprobably! All the kurohito!",0.0
So how did u find the talk? No internships u know....only fulltime,0.0
hi sorry! Can you contact tenghiang?,0.0
"It???s reassuring, in this crazy world.",0.0
Lol wa so ke lian it must go on for a month sia... where got sell ear plug lol,0.0
Well. Im computerless. Time to make some oreo truffles,0.0
Yo do you know anyone  <#>  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,0.0
Short and busy but awesome,0.0
K.then any other special?,0.0
Nope. He just got it because he could,0.0
Well. u knw what i mean. Txting,0.0
I see I see. Glen's a lucky boy!,0.0
Haha I got two exams on one day times two sia... but means finish fast!,0.0
U need the handheld beer,0.0
Match cannot.. ideal is  <#> .. I ll finish meeting by then,0.0
Yes fine ,0.0
Oops sorry for late reply. Was in chem lab. You meant you didn't go lect?,0.0
That's why I claim like two friends and force them to be my friend forever!,0.0
Will be there in 5 mins.,0.0
no problem:) glad that u have got the student pass.so u go to iteheadquarter already?,0.0
Thanks see you tml.,0.0
How come eat so fast? How come e girls never help u? I must scold them..,0.0
Im working on the paper currently,0.0
Tat was what my friends at fow said.but d email circulatd gives a diff news,0.0
"ll have to ask em tmr lor... Might b able to... If 2 dun have, 4 ok?",0.0
pls take it back.,0.0
Dell moniter ok?...i see v cheap with 3 yr warrantysomemore...generally ok or not ar?...,0.0
So when u gg hm,0.0
Cos daddy arranging time c wat time fetch ? mah...,0.0
Like a coke can :),0.0
"How long will you take for your stuff? Becoz i told tg le but ifcannot make it, then change loh. We can meet like 6pm? I can go buytxtbooks n stuff? Haha. But i'm fine with anything. Hmm.. Shld beownself pick one. If can, we choose another cai lah. Tmr sit closeclose. Haha.",0.0
"Ohh okay! I found it, thanks!(: do u want a moving one?There's a cuteone, three head move w solar pwr, but dun look like the normal cat!Looks like anime kind!",0.0
Lols Wads ur holiday plan? Doing wad,0.0
I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),0.0
Hmm. Baobei at which part of the place?,0.0
 That's so adorable! ???? I can't handle the cuteness!,0.0
Are you sure? =( =( =( I'm really sorry,0.0
Haha but can trace! Then they will be more responsible for it! Hahahaomg are you srs!!!!!! Bojio:D,0.0
Hey... You have driving lessons this weekend?,0.0
Wat?!??! Y suddenly is my fault??? Sob sob sob... enuff lah so skinnyhaha... mee sua! Nomnomnom,0.0
No pic. Please re-send.,0.0
"Haha omg! But she doesn't stay in hostel haha, dunno why she's stillhere! Hahaha i'm moving out end of next month! Ok ok I'll send youyour personal statement then concentrate on my hw!!",0.0
Ehh I fell asleep!! Hahaha girl:P maybe you'll become a brony too:Ohaha bring to Japan! You don't like yellow?,0.0
I dont have the tools with me. I thought you say you cabbing down,0.0
What omg where is that!!!!,0.0
Life s good man.. I am usually on gtalk lol that's why.. will catchyou sometime,0.0
"Eaten dear. Have a good lecture later. Boss is back in office, yes, on her off day!",0.0
Lol I think I will wait at the bus stop.,0.0
But i'm surprised she still can guess right lor...,0.0
Haha okay this means I need to explain to tt as well le lol,0.0
I see. Waa got lightning le. Later cancelled,0.0
"Hi Dr Willy, which lab do we meet you at?",0.0
Sure sure (: going from nus! (:,0.0
Eh wait I walking to cityvibe,0.0
"gamify it somehow? maybe a ""social game"" to see who can write the shortest summary, and ask other players to rate accuracy?",0.0
Waa Sian! Go see only. I only nush,0.0
"Ah? HAHA for now, only Jeff, xt and lyn said not going. The rest okay.",0.0
"Yes,i did it's reliable",0.0
ok thanksenjoy your evening will contact  you soon,0.0
giv her a cal once she wil cm n ya i wil eat chicken but rather order biriyani n prawns na,0.0
changle changle msg pathav re,0.0
Den maybe ard 5 plus. So may hv to stay at ur place for a while to 6pm k.,0.0
?? got wat to buy tell us then ?_ no need to come in again.,0.0
Hmm no problem de. But today I feel quite tired and also not stayingin sch... maybe next time I guess...,0.0
Up to ÃÂ¼... ÃÂ wan come then come lor... But i din c any stripes skirt...,0.0
"No, go for it",0.0
Omg I'm such a good liar. I just got offline with Sprint. They charged me a fee to reconnect my services. I told them my service was never disconnected and they said ok and took off the charge yippee!,0.0
Pls speak to that customer machan.,0.0
Are you in sch now? I need to pass smtg to you...,0.0
No what,0.0
I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp,0.0
Hi good morning dear,0.0
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",0.0
u coming here by mrt or bus??,0.0
Wan go sundown marathon?,0.0
"Dear, rem to move ur neck and body ar.. dun study until body stiffstiff. Muacks.:-)  da ding ding!!",0.0
